Controller,Input,Set,Height,CentreX,Left Base,Right Base,Left Top,Right Top
0,0,0,1,0,0,350,0,184
0,0,1,1,500,384,371,193,161
0,0,2,1,1000,445,0,194,0
0,1,0,1,-30,0,25,0,13
0,1,1,1,0,23,26,11,7
0,1,2,1,30,28,0,9,0
1,0,0,1,0,0,377,0,203
1,0,1,1,500,380,333,186,176
1,0,2,1,1000,388,0,225,0
1,1,0,1,-30,0,25,0,13
1,1,1,1,0,23,26,11,7
1,1,2,1,30,28,0,9,0
2,0,0,1,0,0,350,0,184
2,0,1,1,500,384,371,215,139
2,0,2,1,1000,445,0,194,0
2,1,0,1,-30,0,25,0,13
2,1,1,1,0,23,26,11,7
2,1,2,1,30,28,0,9,0
3,0,0,1,0,0,350,0,184
3,0,1,1,500,384,371,193,161
3,0,2,1,1000,445,0,194,0
3,1,0,1,-30,0,25,0,13
3,1,1,1,0,23,26,9,9
3,1,2,1,30,26,0,9,0
4,0,0,1,0,0,368,0,194
4,0,1,1,500,361,380,238,154
4,0,2,1,1000,404,0,211,0
4,1,0,1,-30,0,25,0,13
4,1,1,1,0,23,26,9,9
4,1,2,1,30,28,0,9,0
5,0,0,1,0,0,350,0,184
5,0,1,1,500,384,371,193,161
5,0,2,1,1000,445,0,194,0
5,1,0,1,-30,0,25,0,13
5,1,1,1,0,23,26,11,7
5,1,2,1,30,28,0,9,0
6,0,0,1,0,0,350,0,184
6,0,1,1,500,334,421,193,161
6,0,2,1,1000,445,0,165,0
6,1,0,1,-30,0,25,0,13
6,1,1,1,0,23,26,11,7
6,1,2,1,30,28,0,9,0
7,0,0,1,0,0,344,0,184
7,0,1,1,500,384,371,193,161
7,0,2,1,1000,465,0,194,0
7,1,0,1,-30,0,25,0,13
7,1,1,1,0,23,26,11,7
7,1,2,1,30,28,0,7,0
8,0,0,1,0,0,350,0,184
8,0,1,1,500,384,371,193,161
8,0,2,1,1000,445,0,194,0
8,1,0,1,-30,0,22,0,12
8,1,1,1,0,26,23,14,13
8,1,2,1,30,26,0,13,0
9,0,0,1,0,0,378,0,194
9,0,1,1,500,361,380,238,154
9,0,2,1,1000,404,0,171,0
9,1,0,1,-30,0,25,0,13
9,1,1,1,0,23,26,9,9
9,1,2,1,30,26,0,9,0
10,0,0,1,0,0,350,0,184
10,0,1,1,500,384,371,193,161
10,0,2,1,1000,445,0,161,0
10,1,0,1,-30,0,24,0,10
10,1,1,1,0,21,22,13,9
10,1,2,1,30,24,0,13,0
11,0,0,1,0,0,365,0,174
11,0,1,1,500,397,402,214,181
11,0,2,1,1000,433,0,156,0
11,1,0,1,-30,0,21,0,9
11,1,1,1,0,21,22,10,14
11,1,2,1,30,26,0,11,0
12,0,0,1,0,0,365,0,207
12,0,1,1,500,397,402,214,181
12,0,2,1,1000,433,0,156,0
12,1,0,1,-30,0,24,0,10
12,1,1,1,0,21,22,13,9
12,1,2,1,30,24,0,13,0
13,0,0,1,0,0,350,0,184
13,0,1,1,500,384,371,193,161
13,0,2,1,1000,445,0,218,0
13,1,0,1,-30,0,24,0,14
13,1,1,1,0,23,22,10,12
13,1,2,1,30,26,0,13,0
14,0,0,1,0,0,405,0,231
14,0,1,1,500,317,336,238,154
14,0,2,1,1000,404,0,211,0
14,1,0,1,-30,0,21,0,9
14,1,1,1,0,21,22,10,14
14,1,2,1,30,26,0,11,0
15,0,0,1,0,0,350,0,184
15,0,1,1,500,384,371,193,161
15,0,2,1,1000,445,0,194,0
15,1,0,1,-30,0,25,0,13
15,1,1,1,0,23,26,11,7
15,1,2,1,30,28,0,9,0
16,0,0,1,0,0,350,0,184
16,0,1,1,500,384,371,193,161
16,0,2,1,1000,445,0,218,0
16,1,0,1,-30,0,24,0,14
16,1,1,1,0,23,22,10,12
16,1,2,1,30,26,0,13,0
17,0,0,1,0,0,350,0,184
17,0,1,1,500,384,371,215,139
17,0,2,1,1000,445,0,194,0
17,1,0,1,-30,0,25,0,13
17,1,1,1,0,23,26,11,7
17,1,2,1,30,28,0,9,0
18,0,0,1,0,0,365,0,187
18,0,1,1,500,387,373,238,193
18,0,2,1,1000,391,0,223,0
18,1,0,1,-30,0,21,0,13
18,1,1,1,0,22,21,13,12
18,1,2,1,30,25,0,14,0
19,0,0,1,0,0,392,0,149
19,0,1,1,500,398,385,156,124
19,0,2,1,1000,445,0,241,0
19,1,0,1,-30,0,25,0,13
19,1,1,1,0,23,26,9,9
19,1,2,1,30,26,0,9,0
20,0,0,1,0,0,350,0,184
20,0,1,1,500,384,371,193,161
20,0,2,1,1000,445,0,194,0
20,1,0,1,-30,0,25,0,13
20,1,1,1,0,23,26,9,9
20,1,2,1,30,26,0,9,0
21,0,0,1,0,0,350,0,184
21,0,1,1,500,384,371,193,161
21,0,2,1,1000,445,0,165,0
21,1,0,1,-30,0,21,0,13
21,1,1,1,0,22,21,13,12
21,1,2,1,30,25,0,14,0
22,0,0,1,0,0,383,0,189
22,0,1,1,500,439,396,210,209
22,0,2,1,1000,430,0,199,0
22,1,0,1,-30,0,25,0,13
22,1,1,1,0,23,26,9,9
22,1,2,1,30,26,0,9,0
23,0,0,1,0,0,383,0,189
23,0,1,1,500,439,396,210,209
23,0,2,1,1000,430,0,217,0
23,1,0,1,-30,0,23,0,9
23,1,1,1,0,21,22,10,14
23,1,2,1,30,26,0,11,0
24,0,0,1,0,0,377,0,203
24,0,1,1,500,380,333,186,176
24,0,2,1,1000,388,0,225,0
24,1,0,1,-30,0,25,0,13
24,1,1,1,0,23,26,11,7
24,1,2,1,30,28,0,9,0
25,0,0,1,0,0,368,0,194
25,0,1,1,500,361,380,238,154
25,0,2,1,1000,404,0,211,0
25,1,0,1,-30,0,21,0,13
25,1,1,1,0,22,21,13,12
25,1,2,1,30,25,0,14,0
26,0,0,1,0,0,350,0,184
26,0,1,1,500,384,371,193,161
26,0,2,1,1000,445,0,194,0
26,1,0,1,-30,0,22,0,12
26,1,1,1,0,26,24,9,13
26,1,2,1,30,25,0,9,0
27,0,0,1,0,0,350,0,184
27,0,1,1,500,384,371,215,139
27,0,2,1,1000,445,0,194,0
27,1,0,1,-30,0,25,0,13
27,1,1,1,0,23,26,11,7
27,1,2,1,30,28,0,9,0
28,0,0,1,0,0,350,0,184
28,0,1,1,500,384,371,193,161
28,0,2,1,1000,445,0,194,0
28,1,0,1,-30,0,25,0,13
28,1,1,1,0,23,26,9,9
28,1,2,1,30,26,0,9,0
29,0,0,1,0,0,350,0,184
29,0,1,1,500,384,371,193,161
29,0,2,1,1000,445,0,165,0
29,1,0,1,-30,0,23,0,9
29,1,1,1,0,21,22,10,14
29,1,2,1,30,26,0,11,0
30,0,0,1,0,0,350,0,184
30,0,1,1,500,384,371,193,161
30,0,2,1,1000,445,0,161,0
30,1,0,1,-30,0,25,0,13
30,1,1,1,0,21,24,9,9
30,1,2,1,30,26,0,9,0
31,0,0,1,0,0,319,0,184
31,0,1,1,500,384,371,193,161
31,0,2,1,1000,445,0,165,0
31,1,0,1,-30,0,25,0,13
31,1,1,1,0,23,26,9,9
31,1,2,1,30,28,0,9,0
32,0,0,1,0,0,350,0,189
32,0,1,1,500,384,371,193,161
32,0,2,1,1000,429,0,194,0
32,1,0,1,-30,0,25,0,13
32,1,1,1,0,23,26,9,9
32,1,2,1,30,28,0,9,0
33,0,0,1,0,0,383,0,189
33,0,1,1,500,398,355,210,209
33,0,2,1,1000,430,0,217,0
33,1,0,1,-30,0,24,0,14
33,1,1,1,0,23,22,10,12
33,1,2,1,30,26,0,13,0
34,0,0,1,0,0,350,0,184
34,0,1,1,500,334,421,193,161
34,0,2,1,1000,445,0,165,0
34,1,0,1,-30,0,25,0,13
34,1,1,1,0,23,26,9,9
34,1,2,1,30,26,0,9,0
35,0,0,1,0,0,368,0,194
35,0,1,1,500,361,380,238,154
35,0,2,1,1000,374,0,211,0
35,1,0,1,-30,0,25,0,13
35,1,1,1,0,23,26,11,7
35,1,2,1,30,28,0,9,0
36,0,0,1,0,0,350,0,184
36,0,1,1,500,425,330,193,161
36,0,2,1,1000,445,0,194,0
36,1,0,1,-30,0,25,0,13
36,1,1,1,0,23,26,9,9
36,1,2,1,30,26,0,9,0
37,0,0,1,0,0,350,0,184
37,0,1,1,500,384,371,193,161
37,0,2,1,1000,445,0,218,0
37,1,0,1,-30,0,24,0,10
37,1,1,1,0,21,22,13,9
37,1,2,1,30,24,0,13,0
38,0,0,1,0,0,350,0,184
38,0,1,1,500,384,371,193,161
38,0,2,1,1000,416,0,165,0
38,1,0,1,-30,0,22,0,13
38,1,1,1,0,22,21,13,12
38,1,2,1,30,25,0,14,0
39,0,0,1,0,0,387,0,215
39,0,1,1,500,363,395,228,198
39,0,2,1,1000,371,0,227,0
39,1,0,1,-30,0,21,0,9
39,1,1,1,0,21,22,10,14
39,1,2,1,30,26,0,11,0
40,0,0,1,0,0,368,0,194
40,0,1,1,500,361,380,238,154
40,0,2,1,1000,404,0,254,0
40,1,0,1,-30,0,25,0,13
40,1,1,1,0,23,26,9,9
40,1,2,1,30,26,0,9,0
41,0,0,1,0,0,365,0,207
41,0,1,1,500,397,402,205,190
41,0,2,1,1000,433,0,156,0
41,1,0,1,-30,0,25,0,13
41,1,1,1,0,23,26,11,7
41,1,2,1,30,28,0,9,0
42,0,0,1,0,0,368,0,194
42,0,1,1,500,361,380,238,154
42,0,2,1,1000,404,0,211,0
42,1,0,1,-30,0,22,0,14
42,1,1,1,0,27,22,15,12
42,1,2,1,30,26,0,15,0
43,0,0,1,0,0,350,0,169
43,0,1,1,500,422,409,193,161
43,0,2,1,1000,445,0,165,0
43,1,0,1,-30,0,22,0,12
43,1,1,1,0,26,24,9,13
43,1,2,1,30,25,0,9,0
44,0,0,1,0,0,356,0,174
44,0,1,1,500,397,402,214,181
44,0,2,1,1000,433,0,156,0
44,1,0,1,-30,0,24,0,10
44,1,1,1,0,21,22,13,9
44,1,2,1,30,24,0,13,0
45,0,0,1,0,0,350,0,184
45,0,1,1,500,384,371,193,161
45,0,2,1,1000,445,0,218,0
45,1,0,1,-30,0,24,0,14
45,1,1,1,0,23,22,9,11
45,1,2,1,30,26,0,13,0
46,0,0,1,0,0,377,0,203
46,0,1,1,500,397,350,186,176
46,0,2,1,1000,388,0,225,0
46,1,0,1,-30,0,24,0,14
46,1,1,1,0,23,22,10,12
46,1,2,1,30,26,0,13,0
47,0,0,1,0,0,365,0,174
47,0,1,1,500,397,402,214,181
47,0,2,1,1000,433,0,156,0
47,1,0,1,-30,0,24,0,14
47,1,1,1,0,23,22,10,12
47,1,2,1,30,26,0,13,0
48,0,0,1,0,0,365,0,207
48,0,1,1,500,397,402,214,181
48,0,2,1,1000,433,0,156,0
48,1,0,1,-30,0,24,0,10
48,1,1,1,0,21,22,13,9
48,1,2,1,30,24,0,13,0
49,0,0,1,0,0,377,0,203
49,0,1,1,500,397,350,186,176
49,0,2,1,1000,388,0,239,0
49,1,0,1,-30,0,24,0,14
49,1,1,1,0,23,22,11,13
49,1,2,1,30,26,0,13,0
50,0,0,1,0,0,342,0,184
50,0,1,1,500,341,414,193,161
50,0,2,1,1000,445,0,165,0
50,1,0,1,-30,0,25,0,13
50,1,1,1,0,23,26,11,7
50,1,2,1,30,28,0,7,0
51,0,0,1,0,0,377,0,203
51,0,1,1,500,380,333,186,176
51,0,2,1,1000,388,0,225,0
51,1,0,1,-30,0,25,0,13
51,1,1,1,0,23,26,11,7
51,1,2,1,30,28,0,9,0
52,0,0,1,0,0,350,0,184
52,0,1,1,500,334,421,193,161
52,0,2,1,1000,445,0,165,0
52,1,0,1,-30,0,25,0,13
52,1,1,1,0,23,26,11,7
52,1,2,1,30,28,0,9,0
53,0,0,1,0,0,350,0,184
53,0,1,1,500,384,371,193,161
53,0,2,1,1000,445,0,194,0
53,1,0,1,-30,0,25,0,13
53,1,1,1,0,23,26,9,9
53,1,2,1,30,26,0,9,0
54,0,0,1,0,0,368,0,194
54,0,1,1,500,361,380,238,154
54,0,2,1,1000,404,0,211,0
54,1,0,1,-30,0,25,0,13
54,1,1,1,0,23,26,9,9
54,1,2,1,30,28,0,9,0
55,0,0,1,0,0,350,0,223
55,0,1,1,500,384,371,193,161
55,0,2,1,1000,445,0,194,0
55,1,0,1,-30,0,25,0,13
55,1,1,1,0,23,26,11,7
55,1,2,1,30,28,0,9,0
56,0,0,1,0,0,344,0,184
56,0,1,1,500,384,371,193,161
56,0,2,1,1000,465,0,212,0
56,1,0,1,-30,0,25,0,13
56,1,1,1,0,23,26,11,7
56,1,2,1,30,28,0,7,0
57,0,0,1,0,0,350,0,184
57,0,1,1,500,384,371,193,161
57,0,2,1,1000,445,0,194,0
57,1,0,1,-30,0,25,0,13
57,1,1,1,0,23,26,11,7
57,1,2,1,30,28,0,7,0
58,0,0,1,0,0,350,0,184
58,0,1,1,500,384,371,193,161
58,0,2,1,1000,445,0,181,0
58,1,0,1,-30,0,25,0,13
58,1,1,1,0,23,26,9,9
58,1,2,1,30,24,0,9,0
59,0,0,1,0,0,350,0,184
59,0,1,1,500,384,371,193,161
59,0,2,1,1000,445,0,161,0
59,1,0,1,-30,0,25,0,13
59,1,1,1,0,23,26,9,9
59,1,2,1,30,26,0,9,0
60,0,0,1,0,0,365,0,174
60,0,1,1,500,397,402,214,181
60,0,2,1,1000,433,0,156,0
60,1,0,1,-30,0,24,0,10
60,1,1,1,0,21,22,13,9
60,1,2,1,30,24,0,13,0
61,0,0,1,0,0,365,0,207
61,0,1,1,500,397,402,214,181
61,0,2,1,1000,433,0,156,0
61,1,0,1,-30,0,21,0,9
61,1,1,1,0,21,22,10,14
61,1,2,1,30,26,0,11,0
62,0,0,1,0,0,350,0,184
62,0,1,1,500,384,371,193,161
62,0,2,1,1000,445,0,218,0
62,1,0,1,-30,0,24,0,10
62,1,1,1,0,21,22,13,9
62,1,2,1,30,24,0,13,0
63,0,0,1,0,0,350,0,184
63,0,1,1,500,337,418,193,161
63,0,2,1,1000,445,0,218,0
63,1,0,1,-30,0,21,0,9
63,1,1,1,0,21,22,10,14
63,1,2,1,30,26,0,10,0
64,0,0,1,0,0,350,0,184
64,0,1,1,500,384,371,184,152
64,0,2,1,1000,445,0,218,0
64,1,0,1,-30,0,21,0,9
64,1,1,1,0,21,22,10,14
64,1,2,1,30,26,0,11,0
65,0,0,1,0,0,365,0,187
65,0,1,1,500,387,373,238,193
65,0,2,1,1000,391,0,223,0
65,1,0,1,-30,0,25,0,12
65,1,1,1,0,23,26,11,7
65,1,2,1,30,28,0,9,0
66,0,0,1,0,0,392,0,149
66,0,1,1,500,398,385,129,151
66,0,2,1,1000,445,0,241,0
66,1,0,1,-30,0,24,0,14
66,1,1,1,0,23,22,10,12
66,1,2,1,30,26,0,13,0
67,0,0,1,0,0,350,0,184
67,0,1,1,500,384,371,193,161
67,0,2,1,1000,445,0,165,0
67,1,0,1,-30,0,21,0,13
67,1,1,1,0,22,21,13,12
67,1,2,1,30,25,0,15,0
68,0,0,1,0,0,392,0,149
68,0,1,1,500,398,385,156,124
68,0,2,1,1000,445,0,241,0
68,1,0,1,-30,0,25,0,13
68,1,1,1,0,23,26,9,9
68,1,2,1,30,26,0,9,0
69,0,0,1,0,0,383,0,189
69,0,1,1,500,439,396,210,209
69,0,2,1,1000,430,0,217,0
69,1,0,1,-30,0,21,0,13
69,1,1,1,0,23,20,13,12
69,1,2,1,30,25,0,14,0
70,0,0,1,0,0,377,0,203
70,0,1,1,500,380,333,186,176
70,0,2,1,1000,388,0,225,0
70,1,0,1,-30,0,21,0,13
70,1,1,1,0,22,21,13,12
70,1,2,1,30,25,0,15,0
71,0,0,1,0,0,368,0,194
71,0,1,1,500,361,380,238,154
71,0,2,1,1000,404,0,211,0
71,1,0,1,-30,0,26,0,13
71,1,1,1,0,23,26,9,9
71,1,2,1,30,26,0,9,0
72,0,0,1,0,0,383,0,189
72,0,1,1,500,439,396,210,209
72,0,2,1,1000,430,0,217,0
72,1,0,1,-30,0,22,0,12
72,1,1,1,0,26,24,9,13
72,1,2,1,30,25,0,9,0
73,0,0,1,0,0,416,0,228
73,0,1,1,500,380,333,186,176
73,0,2,1,1000,388,0,225,0
73,1,0,1,-30,0,25,0,13
73,1,1,1,0,23,26,11,7
73,1,2,1,30,28,0,9,0
74,0,0,1,0,0,350,0,184
74,0,1,1,500,400,355,193,161
74,0,2,1,1000,445,0,194,0
74,1,0,1,-30,0,21,0,13
74,1,1,1,0,22,21,13,12
74,1,2,1,30,26,0,14,0
75,0,0,1,0,0,350,0,184
75,0,1,1,500,384,371,193,161
75,0,2,1,1000,445,0,150,0
75,1,0,1,-30,0,23,0,9
75,1,1,1,0,21,22,10,14
75,1,2,1,30,26,0,11,0
76,0,0,1,0,0,350,0,184
76,0,1,1,500,411,344,233,157
76,0,2,1,1000,445,0,194,0
76,1,0,1,-30,0,25,0,13
76,1,1,1,0,21,24,9,9
76,1,2,1,30,26,0,9,0
77,0,0,1,0,0,350,0,137
77,0,1,1,500,384,371,193,161
77,0,2,1,1000,445,0,194,0
77,1,0,1,-30,0,25,0,13
77,1,1,1,0,23,26,9,9
77,1,2,1,30,28,0,9,0
78,0,0,1,0,0,350,0,184
78,0,1,1,500,384,371,193,161
78,0,2,1,1000,445,0,161,0
78,1,0,1,-30,0,25,0,13
78,1,1,1,0,23,26,9,9
78,1,2,1,30,28,0,9,0
79,0,0,1,0,0,350,0,184
79,0,1,1,500,384,371,171,139
79,0,2,1,1000,445,0,161,0
79,1,0,1,-30,0,24,0,14
79,1,1,1,0,23,22,10,12
79,1,2,1,30,26,0,13,0
80,0,0,1,0,0,368,0,194
80,0,1,1,500,361,380,238,154
80,0,2,1,1000,374,0,211,0
80,1,0,1,-30,0,25,0,13
80,1,1,1,0,23,26,7,7
80,1,2,1,30,28,0,9,0
81,0,0,1,0,0,350,0,194
81,0,1,1,500,425,330,193,161
81,0,2,1,1000,445,0,194,0
81,1,0,1,-30,0,25,0,13
81,1,1,1,0,23,26,9,9
81,1,2,1,30,29,0,9,0
82,0,0,1,0,0,350,0,184
82,0,1,1,500,384,371,193,161
82,0,2,1,1000,445,0,218,0
82,1,0,1,-30,0,24,0,14
82,1,1,1,0,23,22,10,12
82,1,2,1,30,26,0,13,0
83,0,0,1,0,0,350,0,184
83,0,1,1,500,334,421,193,161
83,0,2,1,1000,445,0,165,0
83,1,0,1,-30,0,22,0,13
83,1,1,1,0,22,21,13,12
83,1,2,1,30,25,0,14,0
84,0,0,1,0,0,387,0,215
84,0,1,1,500,363,395,228,198
84,0,2,1,1000,371,0,227,0
84,1,0,1,-30,0,25,0,13
84,1,1,1,0,23,26,11,7
84,1,2,1,30,28,0,9,0
85,0,0,1,0,0,368,0,194
85,0,1,1,500,361,380,238,154
85,0,2,1,1000,404,0,254,0
85,1,0,1,-30,0,25,0,13
85,1,1,1,0,23,26,9,9
85,1,2,1,30,26,0,9,0
86,0,0,1,0,0,365,0,207
86,0,1,1,500,397,402,205,190
86,0,2,1,1000,433,0,156,0
86,1,0,1,-30,0,24,0,10
86,1,1,1,0,21,22,13,9
86,1,2,1,30,24,0,15,0
87,0,0,1,0,0,350,0,184
87,0,1,1,500,384,371,193,161
87,0,2,1,1000,416,0,165,0
87,1,0,1,-30,0,22,0,14
87,1,1,1,0,27,22,15,12
87,1,2,1,30,26,0,13,0
88,0,0,1,0,0,350,0,169
88,0,1,1,500,422,409,193,161
88,0,2,1,1000,445,0,165,0
88,1,0,1,-30,0,25,0,13
88,1,1,1,0,25,24,9,9
88,1,2,1,30,26,0,9,0
89,0,0,1,0,0,356,0,174
89,0,1,1,500,397,402,218,177
89,0,2,1,1000,433,0,156,0
89,1,0,1,-30,0,25,0,13
89,1,1,1,0,23,26,9,9
89,1,2,1,30,26,0,9,0
90,0,0,1,0,0,368,0,194
90,0,1,1,500,361,380,238,154
90,0,2,1,1000,404,0,211,0
90,1,0,1,-30,0,24,0,14
90,1,1,1,0,23,22,9,11
90,1,2,1,30,26,0,13,0
91,0,0,1,0,0,368,0,194
91,0,1,1,500,361,380,238,154
91,0,2,1,1000,404,0,211,0
91,1,0,1,-30,0,24,0,14
91,1,1,1,0,23,22,10,12
91,1,2,1,30,26,0,13,0
92,0,0,1,0,0,365,0,174
92,0,1,1,500,397,402,214,181
92,0,2,1,1000,433,0,156,0
92,1,0,1,-30,0,22,0,12
92,1,1,1,0,26,24,9,13
92,1,2,1,30,25,0,9,0
93,0,0,1,0,0,365,0,207
93,0,1,1,500,397,402,214,181
93,0,2,1,1000,433,0,156,0
93,1,0,1,-30,0,24,0,10
93,1,1,1,0,21,22,13,9
93,1,2,1,30,24,0,13,0
94,0,0,1,0,0,377,0,203
94,0,1,1,500,397,350,186,176
94,0,2,1,1000,388,0,239,0
94,1,0,1,-30,0,24,0,14
94,1,1,1,0,23,22,10,12
94,1,2,1,30,26,0,13,0
95,0,0,1,0,0,342,0,186
95,0,1,1,500,341,414,193,161
95,0,2,1,1000,445,0,165,0
95,1,0,1,-30,0,24,0,14
95,1,1,1,0,23,22,10,12
95,1,2,1,30,26,0,13,0
96,0,0,1,0,0,365,0,174
96,0,1,1,500,397,402,214,181
96,0,2,1,1000,433,0,156,0
96,1,0,1,-30,0,25,0,13
96,1,1,1,0,23,26,11,7
96,1,2,1,30,28,0,9,0
97,0,0,1,0,0,350,0,184
97,0,1,1,500,384,371,193,161
97,0,2,1,1000,445,0,194,0
97,1,0,1,-30,0,24,0,10
97,1,1,1,0,21,22,13,9
97,1,2,1,30,24,0,13,0
98,0,0,1,0,0,368,0,194
98,0,1,1,500,361,380,238,154
98,0,2,1,1000,404,0,211,0
98,1,0,1,-30,0,24,0,14
98,1,1,1,0,23,22,11,13
98,1,2,1,30,26,0,13,0
99,0,0,1,0,0,350,0,223
99,0,1,1,500,384,371,193,161
99,0,2,1,1000,445,0,194,0
99,1,0,1,-30,0,25,0,13
99,1,1,1,0,23,26,11,7
99,1,2,1,30,28,0,7,0
